node0 p01,node1 p01,node2 p01,node3 p01,node4 p01,node5 p01,node6 p01,node7 p01,node8 p01,node9 p01,node10 p01,node11 p01,node12 p01,node13 p01,node14 p01,node15 p01,node16 p01,node17 p01,node18 p01,node19 p01,node20 p01,node21 p01,node22 p01,node23 p01,node24 p01
0.10289199999595476,0.9421866947268271,1.7313371819692178,0.0494376841708239,0.39593595490358496,0.015215457665134864,0.177193074069061,0.3611574422178255,0.28713309965892536,1.1821874379389932,1.1392569138803097,0.30020570279263853,0.012976808086105284,0.10864096785021954,0.03886114076936362,0.04992228825738648,0.48977305859384274,0.15928325770977922,0.4645980304251268,1.2365371066811541,0.0018202184464940353,0.1838828706558429,1.8462775544771926,1.456843854104769,0.017750257309630115
0.5912832723641257,0.33840564090545955,0.15067688060864853,0.07478387571922109,0.04019712377378055,0.4983742660717824,0.2781242811970941,0.25359959985683345,0.5235154148021987,0.6990134087682455,0.4840161136997654,0.34401295911407986,0.06466011305814677,0.15023688217183614,0.7113301380725966,0.3830719187713823,0.22587419566632005,1.195033703795124,0.39198790219364493,0.41927079994060484,0.5313740078053818,0.18053415944384768,0.5828745011530642,0.4347354907771317,1.679346155445787
0.15484655880781475,0.42644101806908496,0.12629587135553424,0.11961764383812416,0.3786482762794579,0.35052955459047624,0.4201902238195988,0.4701609091611794,0.3292257177166402,0.4029189025199609,0.5697850759846488,0.3378672085899756,0.07189670624411179,0.07920263445665776,0.32008366328940907,0.21205259808804855,0.3388789350403868,0.5483080876312418,0.39366179957283925,0.9472290114391099,0.43331787640767494,0.1166009747234241,0.4346089264436216,0.23829538373560802,1.6921988354037292
0.19247201301337535,0.6772594167600396,0.18486721949046653,0.10937430160984837,0.29796145338626784,0.298954507805851,0.33938204916926684,0.32497105926001213,0.24209611838983527,0.1787832128507114,0.7371639674772691,0.2504975445562127,0.2239899758703142,0.09689784906920176,0.21805092530619483,0.3525775183867437,0.5897584046969634,0.6830915069757837,0.31555966878870073,0.8433266357943888,0.4947044931278544,0.5707816225810024,0.516970091098896,0.1059937690866843,0.2717423759043816
0.22790613623717795,0.662786334745384,0.17856246830545106,0.14984942792884468,0.18354193759695006,0.15986720212254574,0.2921153879277321,0.26027956070227043,0.31188216515346373,0.20452511147153155,0.22309607056458264,0.34997945547362513,0.10521590884935021,0.08849634928535047,0.18697384527416952,0.28781651698533356,0.3523237720681461,0.24211398387628622,0.31918135920034296,0.461957230920527,0.3905478111568148,0.42064925672102,0.4112264327029707,0.2502925226032993,0.26867147769068805
0.20317128022078515,0.19537792717962882,0.1945873461033667,0.19858581800556022,0.24169190867772203,0.30858684750683846,0.29101441167816566,0.1908056240418117,0.2888505450909567,0.15988255468785587,0.4566476424278057,0.29516869117980454,0.1486450994827348,0.1301610218292728,0.24430070240710233,0.2804845532461363,0.34015828176847873,0.27852135735231787,0.3360984275855019,0.38805567421818277,0.5593989572915743,0.11201317454075121,0.4821253717422449,0.29054889615881524,0.3688428008492201
0.19156370126362793,0.2711230220828535,0.2320447072691147,0.18555797948820424,0.19896849332880104,0.18900908673620972,0.3342608885918115,0.24272416398408989,0.20338552703383597,0.19574688609182653,0.37571828467121593,0.28231263347683,0.1375638963181797,0.16301659161459017,0.20398212672476201,0.3520431242561483,0.5237168367792618,0.35967612113417163,0.40175112416176534,0.5508262637128948,0.4603089390480798,0.28339449772148123,0.5496546346307808,0.185492802693313,0.42225630424565697
0.22802716835876558,0.2463553421791546,0.1986248343252281,0.17514488919681437,0.22131972172193753,0.2632836355526203,0.26392657099836786,0.2309485811409101,0.35806617857802475,0.19250418545712486,0.4638024309356251,0.228448252071322,0.13833648486112193,0.31120362867576806,0.36065256331910567,0.3200152274763121,0.39949499276380485,0.5393999094854968,0.3718515766120037,0.5206109265890737,0.39122583117311654,0.1959492411134143,0.3722721577335558,0.16698681729096038,0.40788832742926406
0.2254291817642455,0.23590182737668278,0.2633278203587075,0.18152044894773384,0.25576475457447534,0.28562032896020895,0.3036011687973225,0.24093540379870992,0.2249319783143431,0.16399590889612428,0.2798131772161599,0.2544027804910828,0.19178103439388064,0.09890321959991519,0.2752965569001472,0.38737217526433176,0.3429190038345151,0.43956535144684794,0.3716237779512625,0.3689051002331036,0.37681809040048836,0.2592535693117529,0.3878248603600557,0.38304702185835554,0.4365217985326406
0.20422691780840346,0.2830386072423192,0.22579135218077714,0.19884199745076467,0.21066243535094223,0.23913509058936455,0.31229827819131406,0.21700344695423873,0.20789444593585424,0.16974984532564874,0.3205686094436474,0.29257155307324884,0.22351245625408134,0.12900050479039166,0.34023221628950995,0.3791564086501769,0.38915331745888393,0.38638015015150384,0.358510793655341,0.3833644723240554,0.4284251815944903,0.3003135178240066,0.3620390576148177,0.29300499036067057,0.4444433204824121
