node0 p01,node1 p01,node2 p01,node3 p01,node4 p01
0.0207191506114081,0.3792474091076898,0.555194999480084,1.786600640678574,0.8945579833108234
0.28291026715921874,0.5001191709928401,0.17973507839175248,0.9448240402067686,0.5722075174528228
0.5256778889663972,0.4120226995790156,0.4499209053938265,0.4757557759672213,0.5489805673586954
0.4237110542044657,0.4615888415681597,0.31705363136437537,0.6040163821237182,0.9059018518979365
0.3295904472154822,0.3700141100352321,0.5317051147407802,0.6262086055526978,0.34418562914011486
0.3998835980396773,0.34358813240044084,0.3743294214283799,0.7421687522696276,0.3894087117443597
0.3979942592735639,0.2829268474582418,0.3842896108083083,0.5007227697186629,0.5522567532029848
0.32986891424411985,0.37015483321359677,0.33533391567179516,0.34620047609161897,0.300638245388188
0.33094112738842646,0.2648539498113127,0.4251546718485322,0.5803216608793023,0.5865963021473789
0.4142795010245793,0.38869703486912904,0.3892761451076938,0.30104935837502406,0.2546558585434645
0.41226763482108786,0.4029121230165935,0.397071541310316,0.26843903520294915,0.28854515162628835
0.5145107296124986,0.417143955774904,0.2892804005049991,0.4010978808027822,0.4401600108374063
0.37163927441925465,0.33381169897744195,0.4524479029969823,0.25507749788983336,0.3079531844185719
0.5196095535943364,0.3934642291705871,0.39565853481798713,0.4560607150448688,0.3002851552963159
0.3963144238746046,0.2629354463816982,0.3786782715873605,0.4252424708534882,0.22936988776627817
0.47427362099451587,0.4496837199249976,0.29243966925561027,0.2711670279434822,0.23807587869779273
0.3608818477100939,0.39572970421484976,0.28828916044911607,0.3785076813101636,0.2952071734486916
0.45442107855058594,0.3582684052933478,0.4092961305529654,0.3321433826593393,0.38596775981451176
0.375354719852027,0.3845831754045754,0.2956649062429102,0.29061582893732124,0.28196392446900725
0.38348943756063303,0.43325428870678695,0.3631886737818645,0.2947174115288201,0.3228898127685683
0.41521756940559823,0.43682427007642916,0.35853768002170855,0.49417296176203385,0.23186173310008965
0.37128392139266303,0.4235010755334416,0.3530304229874796,0.334515534549239,0.38223405378896286
0.43131395820108176,0.313616919427518,0.4376288897064516,0.2827116420405729,0.30793844427680106
0.3335627598289466,0.3050608440967015,0.3827452844889429,0.2969416183952217,0.25336252996943714
0.3737119190206257,0.43427340576891754,0.34844456545496116,0.2729524870182224,0.29640474189862537
0.35833508007247533,0.4115850568013377,0.4495739993236228,0.2711385644999166,0.304948678868595
0.3739890182752141,0.3973097813928349,0.3197649416839314,0.2776843109972498,0.279443334303895
0.35851545338674906,0.30106357376326637,0.35304936465822456,0.42628415129502006,0.23240251710887475
0.3077529958883028,0.3011717381676397,0.41618721557564214,0.4286077019194029,0.22582480402629743
0.407932947357051,0.4130874075298465,0.31136547998410347,0.2737952147666286,0.3185618178373631
0.2991105573606477,0.2615722674562132,0.3075703721328116,0.3399402766441016,0.2513818838505982
0.2702863400391198,0.28045971777161727,0.3613684834093229,0.35509970019384235,0.2858489463064574
0.3687024812545489,0.3358858087931942,0.39641801009227445,0.2898994883280823,0.3597595240728634
