node0 p09,node1 p09,node2 p09,node3 p09,node4 p09,node5 p09,node6 p09,node7 p09,node8 p09,node9 p09,node10 p09,node11 p09,node12 p09,node13 p09,node14 p09,node15 p09,node16 p09,node17 p09,node18 p09,node19 p09,node20 p09,node21 p09,node22 p09,node23 p09,node24 p09
1.2312867639177498,0.13596556481858024,0.11102809617334279,0.017786885289463247,0.16613279874785392,0.7374483268860184,0.7457848088877873,1.4005036472139174,0.43565353183433064,0.18764454025163657,0.0029460750903984464,0.0037987015091432534,1.9209750804991361,0.44761847293684265,0.028634440549029177,0.41483301829844865,0.47970069666178206,1.0112898871423737,0.35949440076527767,1.2806304846945062,0.08185879258413323,1.1268414852303708,0.008207487305167458,0.9291582065006853,0.6885867826151343
0.25292829579215487,0.2346437573024316,0.2299264994758784,0.27047026138574065,0.28164664745781764,0.239399159862209,0.25715762065264935,0.2501898822703844,0.26836401998445464,0.31934459048875,0.23564092580292764,0.21085091535341455,0.25890592347411095,0.3234068793095129,0.3936527667109447,0.2832512882167786,0.25833490648904756,0.2951828057748024,0.21465163449274416,0.21239426565890707,0.2847245819399723,0.2457147937652053,0.2582441113012085,0.26898745174766747,0.30227011050159724
0.24245588389932965,0.22884050896175384,0.2885592790896084,0.23603828952656639,0.2546471234383947,0.27482271233592914,0.2530349383263979,0.2471907022378851,0.2106125531215559,0.2242743113440463,0.23767140134552356,0.26107102056636516,0.22575473917287345,0.21815366686521326,0.2563147817049905,0.2643861814472231,0.29810759086696104,0.26891949281654515,0.24359024230914791,0.30890853212840674,0.27350189098949823,0.2700309435417081,0.24046008479659908,0.27170265553887474,0.30030716187835954
0.2363263846602503,0.21793063975431154,0.2502293813416861,0.2756847876696292,0.2521058353917033,0.20464949701314866,0.21878087046055267,0.2477521845772092,0.21279097070076214,0.2535536655307505,0.22150584225257072,0.256399073116212,0.2858961709815587,0.2650398642767984,0.2727155576064396,0.25971965202845176,0.2547181471742943,0.24321137062982914,0.2518833886782775,0.2835865765466641,0.32871904770767696,0.25728900088689194,0.2813313411734199,0.2654953236432104,0.2625810956646205
0.24302376004323267,0.22587276855300084,0.2256810376801409,0.24677777481481125,0.23637738843598677,0.28528901050088173,0.23252778441852767,0.27136827220099774,0.2419710068268048,0.21889315651014848,0.20819066744801315,0.22147393726346934,0.22505119756903558,0.2201993961624724,0.27498555927000023,0.24323541929157286,0.29545874227832053,0.2838404706935263,0.2283620359404973,0.2804525415180783,0.23766420233621788,0.2583163012658133,0.222890885779947,0.25427614352779443,0.28537499729996196
0.2454590244174863,0.23654146517524605,0.23276285453496692,0.2735402316587228,0.33231289398621877,0.22705765033530384,0.23813790005749813,0.28091978088905,0.2455581057086258,0.20784356748261135,0.2552527622596176,0.2589384691928127,0.26261619136349706,0.2865698082900643,0.3054644007016816,0.2549059482666866,0.30172203969193484,0.2961416521247562,0.2883262537622439,0.2589619392313209,0.2647651872619945,0.2517035246404496,0.20651854107723816,0.27708469486724363,0.3085808270235252
0.3092420824566442,0.2592152939626267,0.21036073829822682,0.19588623854717113,0.24789639834643978,0.2270366019049141,0.28414530479866956,0.21355341597340588,0.22416789001208756,0.24383334630105422,0.2513807113462805,0.2660916854707811,0.22720501736447596,0.26194816456026176,0.25171768384970666,0.28324922577558315,0.297064080902209,0.2965751770356293,0.2834971790820545,0.2572251821175719,0.28696890343365555,0.2783052533238615,0.2757760496334656,0.2581640123923739,0.271325063384247
0.20538732917789398,0.22420398411562478,0.2981803966564219,0.21856289787636377,0.2345032119222621,0.2482151202207273,0.344618431784608,0.20335399160417728,0.23973940280665165,0.24641180380695377,0.2654061727531585,0.22024932230126995,0.25062242784275907,0.22246598875847565,0.2821440328671824,0.22770898275139254,0.28658688248231495,0.29238954891110347,0.28452627275165554,0.23672561309611237,0.3091868730965653,0.2571494939968879,0.27127945719485547,0.23536523920396993,0.2847293625529848
0.22733738800271497,0.2385247813787738,0.22747461967523058,0.2589634765374615,0.21199031426385598,0.25060851442932836,0.26604351851740843,0.2780221806775496,0.21660787887006996,0.22968396418559436,0.26073136836575295,0.2166134212333875,0.28632498223317837,0.2314748862004796,0.2133004403785791,0.27823309788740713,0.29226197654346026,0.22730570388285726,0.27800580564837635,0.29298080095494966,0.26110829536045027,0.2565958559888514,0.25493561626402556,0.2203921072711671,0.23432366334723204
0.2066984796587236,0.24884998566975766,0.21909446827969414,0.3020164035887306,0.2052103199350263,0.23978102653450886,0.2787312533208639,0.2501427895593854,0.22458924787050177,0.2596970984708123,0.2200697371136499,0.21386400309656242,0.23773711321360186,0.27981116401189454,0.2903643696142495,0.2363936782557052,0.21930157465746455,0.2828422665801045,0.27867119539988516,0.22319765430574254,0.27792788894541764,0.24004476310290915,0.26076273578273074,0.2362709217059403,0.24945753009657132
