node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13,node14
0.10868836083182104,0.4954750273789746,0.6145799266882175,0.8598119778961573,0.059663490458262275,0.6825356639863869,0.02657024951060834,0.8364333791481939,0.5725960515034539,0.020704855127851057,0.42860530354710824,0.027862112861400674,0.01563940030723999,0.002594987492727671,0.6826756156942485
0.4393077404550088,0.3087720207551819,0.21197010222374585,0.15708028736753002,0.16645527961932222,0.16414353376006424,0.5151554195906161,0.3055034749663538,0.16432466943827437,0.2529013602515747,0.07050754520579175,0.4732231459484598,0.1736530117580801,0.2066465241314934,0.25431938371906415
0.45211037054077585,0.5321665534768457,0.14650799021102437,0.30364601530909074,0.20256875377305222,0.3685170021652375,0.41512832935081073,0.12139915872699471,0.15439976121747598,0.23250606015324238,0.13700077258119955,0.10680780363992443,0.17114408520965219,0.24317069889271617,0.1252928775469626
0.25524017930839077,0.47402134290543124,0.12172633442883223,0.33082447342739746,0.49519257566768005,0.16653452571835745,0.4188546977335088,0.13462309190652424,0.11071521047662067,0.11461156885182398,0.12476638895122215,0.11484844976245182,0.17597470212084507,0.10744888157911518,0.15383180373645647
0.21067498541972435,0.28040506248024366,0.0790612006738428,0.36096934488021254,0.35924325296701365,0.4721944375817228,0.25373546145087783,0.5240488802513013,0.45394011727137273,0.1457997358590875,0.5201969332506658,0.2279834281000616,0.095478731385235,0.13129064608549307,0.2542465838725634
0.48068822207513207,0.3354104050352549,0.15159094432152953,0.2647326825095587,0.1246468172213556,0.5357187662773295,0.2850671546581537,0.30738927167817665,0.11712704974072702,0.1619351990565665,0.15607770379928362,0.0972810938289656,0.28330796526148383,0.12932193698584452,0.15229266777439698
0.299880023706571,0.09581833720695423,0.4194381005537134,0.3059098182718857,0.13697116083298677,0.11378037772934568,0.35066836502762727,0.2653816430775059,0.14955301891028033,0.2502066335106942,0.11995109742706893,0.2817133020011576,0.47350373775654186,0.0980938120330928,0.09059398057835018
0.11658824976188857,0.40787570587672656,0.4335692273310503,0.4706340325748585,0.2877035015883264,0.49316008497931796,0.3836325797762692,0.4834663684590422,0.10165958837925398,0.10651237805110546,0.11416807885899777,0.16657632174130046,0.20091944329803685,0.24659832434190526,0.17732966029772534
0.27608158618720746,0.3482347236660568,0.4887656893084171,0.3020343835574906,0.48972337518373815,0.5249541344077324,0.32060290898553806,0.29544560069737597,0.18331995002513587,0.2680933547105556,0.1052137663858232,0.10678700932195681,0.16500580908931053,0.2522438830044715,0.15169174087093815
0.1961318663401719,0.49572221335682737,0.27363364268880735,0.350807678870119,0.5706960045306102,0.1440034157428188,0.4561595746605131,0.5493890835104561,0.11277684061823857,0.2291344050392579,0.1063361409368044,0.10106703979608021,0.09548187936554521,0.16935722825986638,0.13082823690277298
0.31700881975664363,0.45680458312502636,0.46298530906928315,0.3427339473974202,0.2855558171682819,0.19226160667478767,0.3191577620710294,0.39378604636300324,0.14196776707255945,0.14963474951075448,0.13276984023421276,0.20054139774885035,0.23367779520989973,0.16868972809758545,0.15853060741845507
0.3673567135272436,0.30600623263517046,0.1123814180625848,0.4646572790008003,0.3604463060899537,0.1382877283088043,0.2934100825962091,0.3352701483251133,0.10709993187095904,0.10590821336218408,0.5863581047836859,0.12001159521700967,0.19738706940388764,0.6655718077275872,0.11995807715548594
0.18086081891366387,0.33680916537178396,0.4757814818621275,0.46392117369220665,0.334261513550496,0.19714747192055185,0.2696079578735791,0.5382753064813985,0.11364721071223793,0.2988456128456738,0.23960765385232086,0.5062205209657845,0.12461734511787666,0.2519660087217921,0.18786201543981795
